FIPS,State,County,Years of Potential Life Lost Rate,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Fair or Poor Health,Injury Death Rate,Primary Care Physicians Rate,% Uninsured,% Unemployed,Income Ratio,% Children in Poverty,Median Household Income,Life Expectancy,Drug Overdose Mortality Rate,Firearm Fatalities Rate,Homicide Rate,High School Graduation Rate,% Adults with Obesity,% Adults Reporting Currently Smoking,% Rural,Population
22071,Louisiana,Orleans,13811.0,4.4,6.4,22.0,160.0,112.0,8.0,4.5,7.9,33.0,53729.0,73.7,90.0,46.0,41.0,78.0,38.0,18.0,0.4,364136.0
22073,Louisiana,Ouachita,13455.0,4.9,6.3,22.0,117.0,94.0,8.0,3.8,6.7,29.0,52904.0,72.0,33.0,26.0,15.0,87.0,42.0,19.0,25.2,157568.0
22075,Louisiana,Plaquemines,9582.0,4.4,6.0,22.0,91.0,21.0,8.0,3.3,4.7,20.0,71460.0,75.8,54.0,13.0,6.0,87.0,40.0,20.0,33.2,22386.0
22077,Louisiana,Pointe Coupee,13129.0,5.0,6.8,25.0,121.0,29.0,8.0,3.8,6.3,28.0,57045.0,72.3,44.0,21.0,14.0,83.0,42.0,22.0,67.3,20000.0
22079,Louisiana,Rapides,15366.0,4.5,6.2,23.0,128.0,84.0,8.0,3.5,5.4,26.0,52379.0,70.4,54.0,25.0,16.0,86.0,42.0,20.0,39.8,126260.0
22081,Louisiana,Red River,12457.0,5.4,6.9,27.0,112.0,40.0,8.0,3.5,8.1,34.0,46817.0,71.6,,27.0,,78.0,46.0,24.0,100.0,7356.0
22083,Louisiana,Richland,13499.0,5.5,6.9,26.0,98.0,66.0,9.0,4.6,5.3,37.0,45093.0,71.5,34.0,21.0,11.0,81.0,43.0,23.0,100.0,19712.0
22085,Louisiana,Sabine,13189.0,5.4,6.9,25.0,99.0,14.0,10.0,3.8,5.9,25.0,53183.0,72.0,,17.0,9.0,100.0,46.0,23.0,100.0,21906.0
22087,Louisiana,St. Bernard,13013.0,5.1,6.9,26.0,137.0,25.0,9.0,4.2,5.5,26.0,52139.0,73.2,88.0,19.0,12.0,93.0,44.0,22.0,5.4,44463.0
22089,Louisiana,St. Charles,9796.0,4.3,6.3,18.0,88.0,34.0,5.0,3.2,4.8,19.0,81482.0,75.3,45.0,17.0,9.0,91.0,37.0,16.0,17.8,50620.0
22091,Louisiana,St. Helena,19092.0,5.2,6.8,27.0,163.0,18.0,8.0,5.3,6.5,35.0,46835.0,70.0,53.0,40.0,27.0,83.0,46.0,23.0,100.0,10774.0
22093,Louisiana,St. James,11082.0,4.4,6.1,22.0,108.0,25.0,6.0,4.5,5.2,23.0,64089.0,74.5,38.0,24.0,19.0,95.0,44.0,19.0,49.6,19191.0
22095,Louisiana,St. John the Baptist,11024.0,4.6,6.4,24.0,98.0,33.0,7.0,4.4,4.1,28.0,63183.0,73.6,31.0,26.0,20.0,67.0,44.0,20.0,11.7,39592.0
22097,Louisiana,St. Landry,16089.0,5.6,7.1,27.0,121.0,67.0,9.0,4.5,6.1,30.0,43051.0,69.6,40.0,30.0,16.0,82.0,48.0,23.0,59.2,81464.0
22099,Louisiana,St. Martin,11427.0,4.7,6.2,23.0,102.0,21.0,8.0,3.6,5.5,27.0,54516.0,73.3,39.0,20.0,12.0,82.0,41.0,21.0,52.2,51057.0
22101,Louisiana,St. Mary,13601.0,5.2,6.7,28.0,108.0,44.0,9.0,4.2,5.8,31.0,51179.0,71.8,48.0,25.0,12.0,93.0,45.0,25.0,19.5,47055.0
22103,Louisiana,St. Tammany,8688.0,4.6,6.5,19.0,115.0,77.0,8.0,3.3,4.5,15.0,78484.0,76.5,51.0,17.0,6.0,80.0,35.0,16.0,23.0,275583.0
22105,Louisiana,Tangipahoa,13160.0,4.7,6.6,22.0,124.0,40.0,8.0,4.3,5.5,26.0,55432.0,72.1,66.0,22.0,13.0,73.0,42.0,19.0,46.0,138064.0
22107,Louisiana,Tensas,13775.0,5.7,6.9,34.0,91.0,25.0,10.0,5.1,5.3,47.0,35670.0,72.3,,,,,47.0,29.0,100.0,3764.0
22109,Louisiana,Terrebonne,11984.0,5.0,6.6,21.0,107.0,48.0,10.0,3.4,4.9,22.0,62566.0,73.2,55.0,17.0,11.0,86.0,41.0,19.0,20.7,103616.0
22111,Louisiana,Union,14499.0,5.2,6.8,24.0,91.0,19.0,7.0,4.2,6.4,29.0,52753.0,71.1,25.0,22.0,8.0,91.0,44.0,22.0,100.0,20650.0
22113,Louisiana,Vermilion,10384.0,4.9,6.7,22.0,81.0,42.0,8.0,3.6,5.3,24.0,53711.0,74.1,33.0,18.0,6.0,97.0,39.0,20.0,55.9,56992.0
22115,Louisiana,Vernon,11102.0,4.7,6.3,21.0,80.0,27.0,8.0,4.6,4.7,21.0,55872.0,73.0,21.0,17.0,6.0,98.0,40.0,19.0,57.8,46250.0
22117,Louisiana,Washington,17972.0,5.6,7.1,25.0,178.0,20.0,7.0,4.3,5.6,31.0,45073.0,68.9,77.0,31.0,17.0,81.0,43.0,21.0,75.8,44865.0
22119,Louisiana,Webster,15964.0,5.5,6.8,28.0,97.0,64.0,8.0,4.4,5.3,29.0,47088.0,69.5,15.0,29.0,6.0,88.0,46.0,25.0,49.7,35238.0
22121,Louisiana,West Baton Rouge,11218.0,4.4,6.2,22.0,121.0,18.0,6.0,3.3,4.1,19.0,73173.0,74.5,45.0,22.0,17.0,85.0,41.0,20.0,26.1,28266.0
22123,Louisiana,West Carroll,12774.0,5.3,6.7,27.0,115.0,52.0,9.0,6.2,5.2,30.0,47030.0,71.7,37.0,23.0,,98.0,41.0,26.0,100.0,9323.0
22125,Louisiana,West Feliciana,14259.0,4.1,5.8,20.0,136.0,52.0,5.0,2.6,4.6,19.0,74368.0,73.7,71.0,18.0,14.0,93.0,40.0,18.0,100.0,15371.0
22127,Louisiana,Winn,15958.0,5.0,6.6,25.0,117.0,44.0,8.0,4.2,6.3,31.0,48430.0,70.1,37.0,23.0,10.0,93.0,44.0,23.0,66.0,13216.0
28001,Mississippi,Adams,14568.0,4.6,5.6,27.0,136.0,77.0,15.0,4.4,6.7,32.0,44385.0,71.0,21.0,41.0,29.0,88.0,44.0,19.0,36.5,28746.0
28003,Mississippi,Alcorn,12635.0,4.5,5.2,22.0,112.0,44.0,14.0,3.0,5.2,23.0,48556.0,72.1,18.0,28.0,11.0,92.0,42.0,19.0,64.1,34135.0
28005,Mississippi,Amite,15674.0,4.6,5.4,27.0,100.0,16.0,15.0,4.0,6.1,29.0,46108.0,72.1,,21.0,13.0,88.0,45.0,23.0,100.0,12442.0
28007,Mississippi,Attala,13490.0,4.5,5.3,25.0,116.0,51.0,14.0,3.6,6.4,28.0,52128.0,71.0,21.0,19.0,13.0,91.0,44.0,21.0,62.5,17359.0
28009,Mississippi,Benton,15037.0,4.6,5.5,23.0,150.0,13.0,18.0,3.7,4.4,30.0,47969.0,70.7,,,18.0,78.0,44.0,18.0,100.0,7438.0
28011,Mississippi,Bolivar,19769.0,4.6,5.1,25.0,115.0,49.0,14.0,3.6,7.0,45.0,39920.0,67.0,16.0,40.0,27.0,80.0,46.0,17.0,53.7,28968.0
28013,Mississippi,Calhoun,15132.0,4.7,5.5,28.0,123.0,15.0,17.0,3.4,4.7,26.0,46966.0,70.5,25.0,25.0,11.0,88.0,42.0,23.0,100.0,12685.0
28015,Mississippi,Carroll,15020.0,4.7,5.3,29.0,122.0,20.0,15.0,3.9,6.3,24.0,55290.0,72.0,,37.0,20.0,78.0,42.0,24.0,100.0,9535.0
28017,Mississippi,Chickasaw,14343.0,4.7,5.7,28.0,106.0,59.0,14.0,4.2,5.8,26.0,44599.0,71.0,,27.0,19.0,,47.0,22.0,100.0,16866.0
28019,Mississippi,Choctaw,11827.0,4.4,5.3,22.0,135.0,12.0,13.0,2.7,4.7,27.0,50545.0,73.8,,25.0,,98.0,42.0,19.0,100.0,8088.0
28021,Mississippi,Claiborne,18809.0,4.9,5.6,28.0,110.0,45.0,12.0,7.3,4.2,42.0,28579.0,68.6,,38.0,29.0,93.0,51.0,19.0,100.0,8617.0
28023,Mississippi,Clarke,14176.0,4.4,5.4,23.0,131.0,19.0,13.0,3.6,5.3,27.0,47811.0,71.6,26.0,27.0,11.0,89.0,45.0,19.0,100.0,15228.0
28025,Mississippi,Clay,12574.0,4.6,5.2,28.0,85.0,38.0,12.0,3.3,5.0,31.0,52673.0,72.5,,22.0,9.0,88.0,43.0,21.0,56.4,18206.0
28027,Mississippi,Coahoma,22826.0,5.0,5.8,33.0,122.0,43.0,14.0,4.9,5.9,43.0,35552.0,65.3,16.0,39.0,33.0,89.0,48.0,24.0,32.6,20077.0
28029,Mississippi,Copiah,15985.0,4.4,5.3,24.0,116.0,25.0,13.0,3.5,5.9,31.0,47870.0,70.7,18.0,37.0,20.0,83.0,46.0,18.0,82.2,27664.0
28031,Mississippi,Covington,15927.0,4.5,5.6,24.0,140.0,44.0,13.0,2.7,7.1,30.0,48382.0,68.9,24.0,29.0,18.0,83.0,41.0,20.0,100.0,18059.0
28033,Mississippi,DeSoto,10785.0,3.7,5.0,19.0,85.0,26.0,11.0,2.8,4.1,12.0,81956.0,73.9,33.0,21.0,10.0,93.0,40.0,15.0,21.9,193247.0
28035,Mississippi,Forrest,13611.0,4.2,5.4,22.0,93.0,87.0,12.0,3.0,5.2,21.0,51328.0,71.4,22.0,22.0,13.0,95.0,44.0,17.0,34.6,78208.0
28037,Mississippi,Franklin,13144.0,4.5,5.4,25.0,135.0,13.0,14.0,4.3,4.8,25.0,48075.0,71.5,,29.0,19.0,88.0,42.0,21.0,100.0,7610.0
28039,Mississippi,George,13728.0,4.5,5.4,22.0,123.0,44.0,14.0,3.9,5.1,19.0,63349.0,70.4,26.0,18.0,7.0,96.0,40.0,18.0,100.0,25619.0
28041,Mississippi,Greene,9854.0,4.3,5.2,22.0,74.0,7.0,12.0,4.1,5.3,25.0,54057.0,74.7,,,,88.0,43.0,20.0,100.0,13601.0
28043,Mississippi,Grenada,16291.0,4.5,5.4,28.0,117.0,37.0,14.0,3.5,4.4,29.0,49210.0,69.2,29.0,33.0,22.0,83.0,45.0,22.0,52.5,21065.0
28045,Mississippi,Hancock,11583.0,3.9,5.1,22.0,110.0,43.0,12.0,3.3,4.7,20.0,61126.0,74.3,44.0,26.0,9.0,88.0,36.0,20.0,38.3,46159.0
28047,Mississippi,Harrison,11925.0,4.5,5.7,21.0,97.0,56.0,14.0,2.9,4.8,20.0,56692.0,73.0,37.0,21.0,10.0,90.0,35.0,18.0,19.2,210612.0
28049,Mississippi,Hinds,16086.0,3.9,5.2,27.0,127.0,89.0,13.0,3.1,4.9,30.0,50965.0,70.8,24.0,55.0,41.0,86.0,47.0,21.0,17.6,214870.0
28051,Mississippi,Holmes,22286.0,5.0,5.6,34.0,151.0,55.0,14.0,5.7,7.6,46.0,30542.0,65.7,,51.0,44.0,92.0,53.0,24.0,100.0,15777.0
28053,Mississippi,Humphreys,21431.0,5.6,5.8,36.0,113.0,53.0,15.0,6.6,5.6,47.0,31538.0,66.6,,38.0,25.0,83.0,51.0,26.0,100.0,7216.0
28055,Mississippi,Issaquena,,4.9,5.3,30.0,,0.0,23.0,7.5,5.4,63.0,36986.0,,,,,,46.0,24.0,100.0,1256.0
28057,Mississippi,Itawamba,10759.0,4.1,5.3,22.0,106.0,17.0,13.0,2.9,4.2,17.0,56977.0,72.9,,16.0,,88.0,38.0,20.0,100.0,24093.0
28059,Mississippi,Jackson,11607.0,4.0,5.1,19.0,117.0,46.0,13.0,3.3,4.6,18.0,66751.0,73.5,53.0,21.0,10.0,91.0,38.0,17.0,30.3,146389.0
28061,Mississippi,Jasper,16605.0,4.2,5.1,25.0,102.0,18.0,12.0,3.7,5.6,28.0,46577.0,69.6,,21.0,9.0,89.0,44.0,20.0,100.0,16013.0
28063,Mississippi,Jefferson,16287.0,5.0,5.4,31.0,124.0,28.0,15.0,11.9,4.6,40.0,37617.0,71.9,,,20.0,93.0,52.0,22.0,100.0,6941.0
28065,Mississippi,Jefferson Davis,17892.0,4.6,5.4,26.0,180.0,27.0,14.0,4.0,4.8,38.0,39794.0,70.9,30.0,32.0,26.0,88.0,44.0,20.0,100.0,10969.0
28067,Mississippi,Jones,13749.0,4.4,5.2,21.0,96.0,49.0,13.0,3.2,5.3,25.0,50310.0,71.5,16.0,24.0,8.0,91.0,43.0,16.0,62.5,66250.0
28069,Mississippi,Kemper,10438.0,4.4,5.3,24.0,64.0,11.0,13.0,4.6,5.5,36.0,42461.0,75.7,,,,98.0,47.0,19.0,100.0,8584.0
28071,Mississippi,Lafayette,8273.0,3.7,5.2,19.0,68.0,70.0,14.0,2.5,5.9,15.0,72838.0,76.0,15.0,11.0,5.0,89.0,40.0,15.0,39.9,58467.0
28073,Mississippi,Lamar,8657.0,3.6,4.8,19.0,73.0,124.0,13.0,2.5,4.6,15.0,63079.0,77.2,26.0,18.0,6.0,90.0,40.0,17.0,53.7,66217.0
28075,Mississippi,Lauderdale,14389.0,4.5,5.5,25.0,97.0,101.0,13.0,3.2,6.3,33.0,51437.0,71.3,9.0,32.0,22.0,90.0,39.0,21.0,53.7,70527.0
28077,Mississippi,Lawrence,14242.0,4.7,5.6,27.0,120.0,17.0,13.0,3.8,5.6,26.0,49431.0,70.3,28.0,33.0,15.0,88.0,43.0,23.0,100.0,11741.0
28079,Mississippi,Leake,14204.0,4.4,5.4,27.0,115.0,24.0,16.0,3.2,4.2,30.0,47849.0,71.2,,33.0,19.0,88.0,45.0,21.0,100.0,21258.0
28081,Mississippi,Lee,12357.0,3.8,5.1,22.0,98.0,118.0,13.0,2.8,4.9,18.0,64744.0,72.1,21.0,18.0,11.0,88.0,41.0,18.0,51.7,82799.0
28083,Mississippi,Leflore,21369.0,5.0,5.5,35.0,160.0,80.0,12.0,4.9,7.0,39.0,33945.0,65.6,15.0,70.0,48.0,88.0,46.0,25.0,31.3,26378.0
28085,Mississippi,Lincoln,13025.0,4.3,5.5,23.0,109.0,40.0,14.0,3.1,6.4,24.0,52040.0,71.7,18.0,31.0,21.0,87.0,43.0,21.0,70.9,34702.0
28087,Mississippi,Lowndes,13170.0,4.1,5.0,21.0,103.0,48.0,11.0,3.3,6.0,27.0,53883.0,72.5,19.0,25.0,13.0,90.0,44.0,18.0,54.3,57283.0
28089,Mississippi,Madison,8220.0,3.2,4.2,16.0,67.0,129.0,10.0,2.5,4.8,13.0,82057.0,75.5,14.0,18.0,11.0,90.0,37.0,14.0,25.8,112511.0
28091,Mississippi,Marion,17140.0,4.7,5.7,26.0,130.0,37.0,14.0,3.2,4.5,27.0,47020.0,68.9,34.0,26.0,14.0,92.0,44.0,23.0,74.5,24224.0
28093,Mississippi,Marshall,16967.0,4.3,5.4,26.0,129.0,15.0,14.0,3.6,5.2,31.0,52334.0,69.7,19.0,31.0,19.0,90.0,44.0,21.0,83.5,34123.0
28095,Mississippi,Monroe,13062.0,4.4,5.6,24.0,110.0,50.0,14.0,3.8,5.0,24.0,50639.0,71.8,17.0,23.0,9.0,90.0,41.0,20.0,82.5,33609.0
28097,Mississippi,Montgomery,17472.0,5.0,5.6,30.0,115.0,51.0,16.0,3.5,6.8,33.0,46424.0,68.8,,43.0,30.0,83.0,46.0,22.0,100.0,9600.0
28099,Mississippi,Neshoba,20815.0,5.1,5.6,28.0,115.0,55.0,15.0,3.5,5.5,28.0,49446.0,66.5,16.0,24.0,12.0,91.0,42.0,24.0,75.5,28789.0
28101,Mississippi,Newton,15917.0,4.4,5.3,26.0,125.0,14.0,13.0,3.6,4.3,24.0,49338.0,69.9,,23.0,14.0,90.0,44.0,22.0,100.0,21019.0
28103,Mississippi,Noxubee,13965.0,4.6,5.3,29.0,107.0,10.0,16.0,4.7,6.1,37.0,37567.0,71.3,,25.0,18.0,83.0,47.0,21.0,100.0,9914.0
28105,Mississippi,Oktibbeha,9967.0,4.1,5.2,23.0,60.0,41.0,13.0,3.3,8.4,25.0,47584.0,75.2,,14.0,7.0,86.0,41.0,19.0,36.6,51203.0
28107,Mississippi,Panola,14531.0,4.8,5.3,28.0,123.0,21.0,14.0,3.9,5.4,36.0,46097.0,70.5,16.0,24.0,17.0,88.0,46.0,21.0,81.1,32669.0
28109,Mississippi,Pearl River,14930.0,4.2,5.3,21.0,140.0,25.0,15.0,3.0,5.2,23.0,54266.0,70.7,73.0,16.0,9.0,85.0,40.0,18.0,71.0,57978.0
28111,Mississippi,Perry,15413.0,4.6,5.8,27.0,101.0,9.0,13.0,3.8,4.2,28.0,46201.0,70.4,,,,80.0,42.0,23.0,100.0,11315.0
28113,Mississippi,Pike,15463.0,4.8,5.5,29.0,117.0,38.0,15.0,4.0,6.0,34.0,41815.0,69.7,35.0,33.0,22.0,86.0,46.0,23.0,62.0,39394.0
28115,Mississippi,Pontotoc,11381.0,4.4,5.5,21.0,102.0,19.0,15.0,2.7,4.1,19.0,51490.0,72.7,22.0,15.0,5.0,85.0,43.0,18.0,100.0,31535.0
28117,Mississippi,Prentiss,13055.0,4.4,5.5,23.0,102.0,32.0,13.0,2.8,4.7,24.0,50292.0,72.0,24.0,17.0,7.0,86.0,40.0,20.0,74.3,25135.0
28119,Mississippi,Quitman,18894.0,5.0,5.6,32.0,118.0,,15.0,4.8,5.6,46.0,35150.0,66.9,,,,,50.0,23.0,100.0,5546.0
28121,Mississippi,Rankin,8369.0,3.5,5.0,19.0,74.0,56.0,11.0,2.3,4.0,11.0,70794.0,76.9,25.0,17.0,6.0,93.0,36.0,16.0,33.0,160417.0
28123,Mississippi,Scott,14974.0,4.8,5.4,28.0,114.0,18.0,15.0,2.6,4.7,28.0,48112.0,70.7,,16.0,15.0,83.0,46.0,21.0,100.0,27507.0
28125,Mississippi,Sharkey,21606.0,5.0,5.5,35.0,145.0,27.0,14.0,6.2,6.0,52.0,37098.0,66.7,,50.0,38.0,88.0,50.0,25.0,100.0,3336.0
28127,Mississippi,Simpson,15238.0,4.4,5.4,24.0,107.0,31.0,14.0,3.0,4.1,28.0,53352.0,70.6,21.0,26.0,11.0,90.0,42.0,20.0,100.0,25715.0
28129,Mississippi,Smith,13495.0,4.5,5.7,25.0,126.0,7.0,14.0,2.8,5.3,24.0,53814.0,72.8,27.0,30.0,9.0,93.0,42.0,22.0,100.0,14099.0
28131,Mississippi,Stone,13553.0,4.5,5.5,23.0,100.0,32.0,15.0,3.4,5.1,22.0,56686.0,71.5,31.0,22.0,,88.0,41.0,20.0,100.0,18756.0
28133,Mississippi,Sunflower,18895.0,4.6,5.1,30.0,132.0,35.0,13.0,4.6,6.5,40.0,43980.0,67.2,,40.0,36.0,87.0,48.0,23.0,64.0,24468.0
28135,Mississippi,Tallahatchie,13696.0,4.6,5.2,29.0,114.0,8.0,14.0,3.3,4.1,40.0,42319.0,71.0,,23.0,22.0,80.0,45.0,23.0,100.0,11837.0
28137,Mississippi,Tate,14233.0,4.2,5.1,23.0,126.0,25.0,13.0,3.3,4.5,20.0,62784.0,70.8,33.0,25.0,13.0,87.0,40.0,20.0,75.7,28261.0
28139,Mississippi,Tippah,13004.0,4.6,5.5,24.0,85.0,9.0,17.0,2.8,4.1,26.0,53452.0,71.5,,23.0,13.0,95.0,42.0,21.0,100.0,21287.0
28141,Mississippi,Tishomingo,14574.0,4.6,5.6,21.0,139.0,27.0,17.0,3.2,6.6,18.0,47264.0,69.7,25.0,25.0,,93.0,40.0,19.0,100.0,18507.0
28143,Mississippi,Tunica,21013.0,5.0,5.7,34.0,133.0,10.0,12.0,3.5,6.0,42.0,39659.0,66.6,,33.0,28.0,88.0,50.0,24.0,100.0,9234.0
28145,Mississippi,Union,11353.0,4.3,5.1,21.0,100.0,36.0,13.0,2.3,4.0,20.0,55304.0,73.4,14.0,20.0,,92.0,40.0,16.0,75.7,28284.0
28147,Mississippi,Walthall,16710.0,4.4,5.3,25.0,122.0,51.0,16.0,4.1,7.2,31.0,48909.0,70.2,29.0,27.0,11.0,88.0,41.0,21.0,100.0,13863.0
28149,Mississippi,Warren,14893.0,3.8,5.2,22.0,101.0,67.0,12.0,3.4,5.5,32.0,55783.0,70.9,14.0,32.0,18.0,89.0,42.0,18.0,42.5,42298.0
28151,Mississippi,Washington,20282.0,4.7,5.4,27.0,143.0,41.0,14.0,4.9,5.5,47.0,39081.0,66.9,9.0,58.0,47.0,82.0,45.0,19.0,34.8,41946.0
28153,Mississippi,Wayne,15308.0,4.7,5.6,25.0,109.0,30.0,16.0,3.6,5.9,31.0,45573.0,70.9,20.0,31.0,14.0,90.0,46.0,21.0,100.0,19703.0
28155,Mississippi,Webster,16006.0,4.2,5.1,22.0,114.0,40.0,14.0,3.1,4.4,23.0,54929.0,69.0,,24.0,,93.0,40.0,19.0,100.0,9988.0
28157,Mississippi,Wilkinson,18459.0,4.8,5.3,29.0,156.0,36.0,13.0,5.5,5.2,37.0,36240.0,68.6,,50.0,42.0,88.0,49.0,23.0,100.0,8058.0
28159,Mississippi,Winston,13717.0,4.6,5.3,27.0,102.0,28.0,14.0,3.4,5.5,42.0,48990.0,72.3,,20.0,15.0,88.0,45.0,22.0,100.0,17416.0
28161,Mississippi,Yalobusha,16349.0,4.5,5.6,26.0,145.0,8.0,12.0,3.5,5.0,28.0,50790.0,69.7,,34.0,,90.0,43.0,22.0,100.0,12386.0
28163,Mississippi,Yazoo,14590.0,4.9,5.3,30.0,119.0,23.0,13.0,3.4,5.8,34.0,42434.0,70.3,25.0,35.0,27.0,81.0,45.0,24.0,43.7,25796.0
35001,New Mexico,Bernalillo,11524.0,4.3,5.5,18.0,140.0,106.0,10.0,3.5,5.2,18.0,68286.0,75.1,62.0,26.0,14.0,,28.0,14.0,4.0,671586.0
